NAME,Total Population,state,congressional district,state_fips,state_abbrev,pct_hispanic_or_latino,pct_asian,pct_american_indian_and_alaska_native,pct_black_or_african_american,pct_white,pct_native_hawaiian_and_other_pacific_islander,pct_some_other_race,pct_two_or_more_races,pct_below_poverty
"Congressional District 1 (116th Congress), New Hampshire",680153.0,New Hampshire,01,33,NH,3.67,2.53,0.1,1.5,90.25,0.03,0.1,1.84,7.81
"Congressional District 3 (116th Congress), New Jersey",737334.0,New Jersey,03,34,NJ,8.51,3.66,0.05,10.42,74.57,0.04,0.22,2.53,6.66
"Congressional District 4 (116th Congress), New Jersey",740712.0,New Jersey,04,34,NJ,10.54,4.28,0.04,6.18,77.51,0.04,0.18,1.22,8.56
"Congressional District 2 (116th Congress), New Jersey",714910.0,New Jersey,02,34,NJ,16.42,3.75,0.26,11.69,65.56,0.02,0.09,2.19,12.08
"Congressional District 11 (116th Congress), New Jersey",735094.0,New Jersey,11,34,NJ,11.59,10.1,0.04,3.57,72.78,0.02,0.19,1.7,4.23
"Congressional District 8 (116th Congress), New Jersey",762459.0,New Jersey,08,34,NJ,54.48,8.82,0.09,8.64,25.33,0.05,1.11,1.47,16.32
"Congressional District 2 (116th Congress), New Mexico",700115.0,New Mexico,02,35,NM,55.32,0.83,4.78,1.7,36.11,0.03,0.13,1.11,21.6
"Congressional District 20 (116th Congress), New York",725988.0,New York,20,36,NY,6.52,5.07,0.13,8.63,75.68,0.03,0.66,3.27,11.28
"Congressional District 21 (116th Congress), New York",703073.0,New York,21,36,NY,3.43,1.0,0.86,2.92,90.12,0.07,0.1,1.5,13.09
"Congressional District 4 (116th Congress), New York",723357.0,New York,04,36,NY,21.4,6.74,0.13,14.19,55.44,0.01,0.52,1.57,6.12
"Congressional District 22 (116th Congress), New York",696141.0,New York,22,36,NY,3.87,2.79,0.21,3.78,87.2,0.03,0.06,2.07,14.92
"Congressional District 19 (116th Congress), New York",698759.0,New York,19,36,NY,7.8,1.61,0.12,4.19,83.95,0.02,0.24,2.07,12.62
"Congressional District 27 (116th Congress), New York",715340.0,New York,27,36,NY,2.66,1.03,0.68,2.32,91.8,0.02,0.1,1.39,8.37
"Congressional District 14 (116th Congress), New York",694613.0,New York,14,36,NY,49.6,16.8,0.13,9.18,22.31,0.03,0.49,1.47,14.69
"Congressional District 24 (116th Congress), New York",704757.0,New York,24,36,NY,4.5,2.66,0.37,8.06,81.6,0.03,0.14,2.63,14.09
"Congressional District 13 (116th Congress), North Carolina",777328.0,North Carolina,13,37,NC,7.97,3.48,0.34,21.95,63.92,0.03,0.19,2.12,15.18
"Congressional District 9 (116th Congress), North Carolina",783780.0,North Carolina,09,37,NC,8.02,2.87,7.81,18.81,60.13,0.02,0.21,2.14,14.39
"Congressional District (at Large) (116th Congress), North Dakota",756717.0,North Dakota,00,38,ND,3.74,1.44,5.09,2.85,84.44,0.11,0.13,2.2,10.68
"Congressional District 2 (116th Congress), Ohio",728713.0,Ohio,02,39,OH,2.13,1.53,0.15,8.58,85.11,0.03,0.14,2.33,13.18
"Congressional District 6 (116th Congress), Ohio",696108.0,Ohio,06,39,OH,1.18,0.44,0.15,2.17,94.28,0.01,0.08,1.69,15.42
"Congressional District 4 (116th Congress), Ohio",710991.0,Ohio,04,39,OH,3.86,1.01,0.21,5.13,87.37,0.02,0.12,2.28,12.4
"Congressional District 16 (116th Congress), Ohio",720291.0,Ohio,16,39,OH,2.41,2.29,0.13,2.14,91.16,0.01,0.11,1.75,7.1
"Congressional District 11 (116th Congress), Ohio",689571.0,Ohio,11,39,OH,4.55,2.56,0.16,52.57,37.05,0.02,0.37,2.73,25.13
"Congressional District 8 (116th Congress), Ohio",729572.0,Ohio,08,39,OH,3.55,2.06,0.14,6.02,85.5,0.05,0.09,2.58,12.0
"Congressional District 1 (116th Congress), Oklahoma",801857.0,Oklahoma,01,40,OK,11.45,2.99,5.53,8.55,64.0,0.09,0.22,7.17,14.26
"Congressional District 5 (116th Congress), Oklahoma",817284.0,Oklahoma,05,40,OK,16.89,3.16,4.04,13.2,56.92,0.07,0.19,5.54,16.52
"Congressional District 3 (116th Congress), Oregon",837545.0,Oregon,03,41,OR,11.37,7.23,0.68,4.92,70.62,0.6,0.23,4.35,13.48
"Congressional District 4 (116th Congress), Oregon",803194.0,Oregon,04,41,OR,8.02,2.42,0.92,0.76,83.52,0.16,0.16,4.04,16.7
"Congressional District 1 (116th Congress), Rhode Island",533730.0,Rhode Island,01,44,RI,18.15,3.47,0.29,7.67,66.5,0.09,1.11,2.73,14.2
"Congressional District 3 (116th Congress), South Carolina",693354.0,South Carolina,03,45,SC,5.13,0.92,0.19,18.11,73.62,0.02,0.12,1.88,16.4
"Congressional District 7 (116th Congress), South Carolina",719968.0,South Carolina,07,45,SC,4.33,1.0,0.5,27.86,64.52,0.04,0.16,1.6,17.93
"Congressional District 6 (116th Congress), South Carolina",662643.0,South Carolina,06,45,SC,5.18,1.17,0.28,55.84,35.45,0.06,0.17,1.86,24.12
"Congressional District 4 (116th Congress), Tennessee",784717.0,Tennessee,04,47,TN,6.6,1.78,0.24,9.11,79.46,0.03,0.21,2.57,13.85
"Congressional District 8 (116th Congress), Tennessee",708466.0,Tennessee,08,47,TN,3.3,2.11,0.24,19.93,72.38,0.02,0.17,1.84,13.39
"Congressional District 6 (116th Congress), Tennessee",773038.0,Tennessee,06,47,TN,4.45,0.97,0.27,4.6,87.93,0.04,0.13,1.63,12.68
"Congressional District 29 (116th Congress), Texas",745825.0,Texas,29,48,TX,78.1,1.71,0.08,10.56,8.88,0.03,0.07,0.56,23.25
"Congressional District 27 (116th Congress), Texas",740124.0,Texas,27,48,TX,53.24,1.63,0.2,4.86,38.97,0.06,0.08,0.95,15.91
"Congressional District 14 (116th Congress), Texas",751606.0,Texas,14,48,TX,25.41,3.08,0.25,19.24,50.34,0.03,0.1,1.55,13.93
"Congressional District 5 (116th Congress), Texas",751567.0,Texas,05,48,TX,28.9,2.03,0.35,15.19,51.86,0.04,0.11,1.53,14.71
"Congressional District 9 (116th Congress), Arizona",785159.0,Arizona,09,04,AZ,27.37,5.33,2.62,5.8,55.55,0.31,0.21,2.8,15.9
"Congressional District 1 (116th Congress), Arkansas",721413.0,Arkansas,01,05,AR,3.49,0.56,0.34,17.17,75.75,0.06,0.1,2.54,18.87
"Congressional District 4 (116th Congress), Arkansas",707935.0,Arkansas,04,05,AR,5.99,0.63,0.68,19.32,71.35,0.07,0.15,1.81,19.57
"Congressional District 16 (116th Congress), California",731650.0,California,16,06,CA,61.52,8.72,0.48,5.24,21.98,0.15,0.13,1.8,26.23
"Congressional District 37 (116th Congress), California",724598.0,California,37,06,CA,38.96,10.01,0.15,21.96,25.3,0.11,0.58,2.93,17.8
"Congressional District 53 (116th Congress), California",774603.0,California,53,06,CA,34.07,13.47,0.18,7.94,39.64,0.41,0.23,4.06,11.55
"Congressional District 31 (116th Congress), California",748362.0,California,31,06,CA,53.44,7.57,0.21,10.05,25.75,0.25,0.2,2.54,16.1
"Congressional District 9 (116th Congress), Georgia",747416.0,Georgia,09,13,GA,13.09,1.19,0.18,6.61,77.12,0.03,0.16,1.63,13.88
"Congressional District 6 (116th Congress), Georgia",750871.0,Georgia,06,13,GA,12.69,11.76,0.24,13.28,59.1,0.01,0.56,2.36,7.37
"Congressional District 1 (116th Congress), Georgia",737087.0,Georgia,01,13,GA,6.83,1.78,0.33,29.37,58.83,0.13,0.26,2.46,16.53
"Congressional District 8 (116th Congress), Georgia",706300.0,Georgia,08,13,GA,6.53,1.57,0.25,30.86,58.97,0.02,0.13,1.68,20.09
"Congressional District 2 (116th Congress), Idaho",828941.0,Idaho,02,16,ID,14.12,1.46,1.0,0.74,80.44,0.11,0.09,2.04,14.23
"Congressional District 1 (116th Congress), Illinois",704031.0,Illinois,01,17,IL,10.37,2.07,0.08,50.57,35.11,0.01,0.21,1.59,17.19
"Congressional District 7 (116th Congress), Illinois",720978.0,Illinois,07,17,IL,16.0,7.29,0.09,45.33,29.24,0.02,0.23,1.81,21.11
"Congressional District 5 (116th Congress), Illinois",740867.0,Illinois,05,17,IL,19.85,7.34,0.09,2.76,67.44,0.03,0.18,2.32,8.32
"Congressional District 13 (116th Congress), Illinois",701843.0,Illinois,13,17,IL,3.57,4.04,0.17,11.26,78.22,0.04,0.14,2.56,18.02
"Congressional District 6 (116th Congress), Illinois",724005.0,Illinois,06,17,IL,10.43,9.57,0.07,2.49,75.32,0.01,0.12,2.0,5.2
"Congressional District 10 (116th Congress), Illinois",710717.0,Illinois,10,17,IL,23.11,11.08,0.16,6.63,56.8,0.02,0.21,1.99,8.86
"Congressional District 9 (116th Congress), Illinois",724839.0,Illinois,09,17,IL,11.42,13.08,0.12,8.66,63.54,0.05,0.3,2.83,11.63
"Congressional District 12 (116th Congress), Illinois",693580.0,Illinois,12,17,IL,3.52,1.25,0.18,16.85,75.92,0.01,0.15,2.12,16.47
"Congressional District 9 (116th Congress), Indiana",753239.0,Indiana,09,18,IN,3.43,2.55,0.19,2.88,88.78,0.01,0.11,2.05,12.75
"Congressional District 8 (116th Congress), Indiana",719002.0,Indiana,08,18,IN,2.53,1.04,0.13,4.28,90.0,0.06,0.07,1.88,13.77
"Congressional District 5 (116th Congress), Indiana",775550.0,Indiana,05,18,IN,4.57,3.55,0.16,8.41,80.72,0.01,0.17,2.41,8.77
"Congressional District 7 (116th Congress), Indiana",760897.0,Indiana,07,18,IN,11.36,3.43,0.22,29.69,52.06,0.02,0.32,2.9,20.12
"Congressional District 3 (116th Congress), Tennessee",730736.0,Tennessee,03,47,TN,4.14,1.32,0.27,10.52,81.76,0.05,0.13,1.81,15.33
"Congressional District 2 (116th Congress), Iowa",780574.0,Iowa,02,19,IA,5.77,2.39,0.21,4.39,85.07,0.06,0.17,1.94,13.16
"Congressional District 1 (116th Congress), Kansas",703509.0,Kansas,01,20,KS,16.09,1.63,0.5,2.99,76.46,0.11,0.07,2.15,13.16
"Congressional District 2 (116th Congress), Kansas",715046.0,Kansas,02,20,KS,6.79,1.69,1.26,4.57,82.25,0.04,0.09,3.31,13.69
"Congressional District 6 (116th Congress), Kentucky",771727.0,Kentucky,06,21,KY,4.8,2.02,0.13,8.54,81.84,0.05,0.22,2.39,16.98
"Congressional District 5 (116th Congress), Kentucky",697180.0,Kentucky,05,21,KY,1.36,0.41,0.24,1.37,95.55,0.03,0.03,1.01,27.26
